,Country,Sex,Year,Obesity (%),Region,BMI
3070,Brunei Darussalam,Male,1990,2.9 [1.3-5.3],Southeast Asia,2.9
3071,Brunei Darussalam,Female,1990,6.2 [3.4-9.9],Southeast Asia,6.2
3072,Brunei Darussalam,Both sexes,1991,4.6 [2.9-6.7],Southeast Asia,4.6
3073,Brunei Darussalam,Male,1991,3.1 [1.4-5.6],Southeast Asia,3.1
3074,Brunei Darussalam,Female,1991,6.4 [3.5-10.2],Southeast Asia,6.4
3075,Brunei Darussalam,Both sexes,1992,4.8 [3.1-7.0],Southeast Asia,4.8
3076,Brunei Darussalam,Male,1992,3.3 [1.5-5.8],Southeast Asia,3.3
3077,Brunei Darussalam,Female,1992,6.7 [3.8-10.6],Southeast Asia,6.7
3078,Brunei Darussalam,Both sexes,1993,5.1 [3.3-7.3],Southeast Asia,5.1
3079,Brunei Darussalam,Male,1993,3.5 [1.7-6.1],Southeast Asia,3.5
3080,Brunei Darussalam,Female,1993,7.0 [4.0-10.9],Southeast Asia,7.0
3081,Brunei Darussalam,Both sexes,1994,5.3 [3.5-7.6],Southeast Asia,5.3
3082,Brunei Darussalam,Male,1994,3.7 [1.8-6.5],Southeast Asia,3.7
3083,Brunei Darussalam,Female,1994,7.3 [4.2-11.2],Southeast Asia,7.3
3084,Brunei Darussalam,Both sexes,1995,5.6 [3.7-7.9],Southeast Asia,5.6
3085,Brunei Darussalam,Male,1995,3.9 [2.0-6.8],Southeast Asia,3.9
3086,Brunei Darussalam,Female,1995,7.6 [4.4-11.6],Southeast Asia,7.6
3087,Brunei Darussalam,Both sexes,1996,5.9 [3.9-8.2],Southeast Asia,5.9
3088,Brunei Darussalam,Male,1996,4.2 [2.1-7.2],Southeast Asia,4.2
3089,Brunei Darussalam,Female,1996,7.9 [4.7-12.0],Southeast Asia,7.9
3090,Brunei Darussalam,Both sexes,1997,6.2 [4.2-8.6],Southeast Asia,6.2
3091,Brunei Darussalam,Male,1997,4.4 [2.3-7.5],Southeast Asia,4.4
3092,Brunei Darussalam,Female,1997,8.2 [4.9-12.3],Southeast Asia,8.2
3093,Brunei Darussalam,Both sexes,1998,6.5 [4.5-9.0],Southeast Asia,6.5
3094,Brunei Darussalam,Male,1998,4.7 [2.5-7.9],Southeast Asia,4.7
3095,Brunei Darussalam,Female,1998,8.5 [5.2-12.7],Southeast Asia,8.5
3096,Brunei Darussalam,Both sexes,1999,6.8 [4.8-9.4],Southeast Asia,6.8
3097,Brunei Darussalam,Male,1999,5.0 [2.7-8.3],Southeast Asia,5.0
3098,Brunei Darussalam,Female,1999,8.8 [5.4-13.0],Southeast Asia,8.8
3099,Brunei Darussalam,Both sexes,2000,7.2 [5.0-9.8],Southeast Asia,7.2
3100,Brunei Darussalam,Male,2000,5.3 [2.9-8.7],Southeast Asia,5.3
3101,Brunei Darussalam,Female,2000,9.1 [5.7-13.4],Southeast Asia,9.1
3102,Brunei Darussalam,Both sexes,2001,7.5 [5.3-10.2],Southeast Asia,7.5
3103,Brunei Darussalam,Male,2001,5.6 [3.1-9.1],Southeast Asia,5.6
3104,Brunei Darussalam,Female,2001,9.5 [6.0-13.8],Southeast Asia,9.5
3105,Brunei Darussalam,Both sexes,2002,7.9 [5.6-10.6],Southeast Asia,7.9
3106,Brunei Darussalam,Male,2002,6.0 [3.4-9.6],Southeast Asia,6.0
3107,Brunei Darussalam,Female,2002,9.8 [6.3-14.2],Southeast Asia,9.8
3108,Brunei Darussalam,Both sexes,2003,8.2 [5.9-11.0],Southeast Asia,8.2
3109,Brunei Darussalam,Male,2003,6.3 [3.6-10.0],Southeast Asia,6.3
3110,Brunei Darussalam,Female,2003,10.2 [6.7-14.7],Southeast Asia,10.2
3111,Brunei Darussalam,Both sexes,2004,8.6 [6.2-11.4],Southeast Asia,8.6
3112,Brunei Darussalam,Male,2004,6.7 [3.9-10.5],Southeast Asia,6.7
3113,Brunei Darussalam,Female,2004,10.6 [6.9-15.0],Southeast Asia,10.6
3114,Brunei Darussalam,Both sexes,2005,9.0 [6.6-11.9],Southeast Asia,9.0
3115,Brunei Darussalam,Male,2005,7.1 [4.2-10.9],Southeast Asia,7.1
3116,Brunei Darussalam,Female,2005,10.9 [7.3-15.5],Southeast Asia,10.9
3117,Brunei Darussalam,Both sexes,2006,9.4 [6.9-12.3],Southeast Asia,9.4
3118,Brunei Darussalam,Male,2006,7.5 [4.5-11.4],Southeast Asia,7.5
3119,Brunei Darussalam,Female,2006,11.3 [7.6-15.9],Southeast Asia,11.3
3120,Brunei Darussalam,Both sexes,2007,9.8 [7.2-12.8],Southeast Asia,9.8
3121,Brunei Darussalam,Male,2007,7.9 [4.8-12.0],Southeast Asia,7.9
3122,Brunei Darussalam,Female,2007,11.7 [7.9-16.4],Southeast Asia,11.7
3123,Brunei Darussalam,Both sexes,2008,10.2 [7.6-13.3],Southeast Asia,10.2
3124,Brunei Darussalam,Male,2008,8.3 [5.1-12.5],Southeast Asia,8.3
3125,Brunei Darussalam,Female,2008,12.1 [8.2-16.9],Southeast Asia,12.1
3126,Brunei Darussalam,Both sexes,2009,10.7 [8.0-13.8],Southeast Asia,10.7
3127,Brunei Darussalam,Male,2009,8.8 [5.4-13.0],Southeast Asia,8.8
3128,Brunei Darussalam,Female,2009,12.6 [8.5-17.4],Southeast Asia,12.6
3129,Brunei Darussalam,Both sexes,2010,11.1 [8.3-14.4],Southeast Asia,11.1
3130,Brunei Darussalam,Male,2010,9.3 [5.8-13.6],Southeast Asia,9.3
3131,Brunei Darussalam,Female,2010,13.0 [8.8-17.9],Southeast Asia,13.0
3132,Brunei Darussalam,Both sexes,2011,11.6 [8.6-14.9],Southeast Asia,11.6
3133,Brunei Darussalam,Male,2011,9.8 [6.1-14.3],Southeast Asia,9.8
3134,Brunei Darussalam,Female,2011,13.4 [9.1-18.4],Southeast Asia,13.4
3135,Brunei Darussalam,Both sexes,2012,12.1 [9.0-15.5],Southeast Asia,12.1
3136,Brunei Darussalam,Male,2012,10.3 [6.4-15.0],Southeast Asia,10.3
3137,Brunei Darussalam,Female,2012,13.9 [9.5-19.0],Southeast Asia,13.9
3138,Brunei Darussalam,Both sexes,2013,12.6 [9.4-16.1],Southeast Asia,12.6
3139,Brunei Darussalam,Male,2013,10.8 [6.8-15.7],Southeast Asia,10.8
3140,Brunei Darussalam,Female,2013,14.3 [9.8-19.7],Southeast Asia,14.3
3141,Brunei Darussalam,Both sexes,2014,13.1 [9.8-16.8],Southeast Asia,13.1
3142,Brunei Darussalam,Male,2014,11.3 [7.1-16.4],Southeast Asia,11.3
3143,Brunei Darussalam,Female,2014,14.8 [10.1-20.3],Southeast Asia,14.8
3144,Brunei Darussalam,Both sexes,2015,13.6 [10.2-17.5],Southeast Asia,13.6
3145,Brunei Darussalam,Male,2015,11.9 [7.5-17.3],Southeast Asia,11.9
3146,Brunei Darussalam,Female,2015,15.3 [10.3-21.0],Southeast Asia,15.3
3147,Brunei Darussalam,Both sexes,2016,14.1 [10.5-18.3],Southeast Asia,14.1
3148,Brunei Darussalam,Male,2016,12.5 [7.8-18.3],Southeast Asia,12.5
3149,Brunei Darussalam,Female,2016,15.7 [10.6-21.8],Southeast Asia,15.7
3654,Cambodia,Both sexes,1975,0.3 [0.1-0.6],Southeast Asia,0.3
3655,Cambodia,Male,1975,0.1 [0.0-0.4],Southeast Asia,0.1
3656,Cambodia,Female,1975,0.4 [0.1-1.0],Southeast Asia,0.4
3657,Cambodia,Both sexes,1976,0.3 [0.1-0.6],Southeast Asia,0.3
3658,Cambodia,Male,1976,0.1 [0.0-0.4],Southeast Asia,0.1
3659,Cambodia,Female,1976,0.4 [0.1-1.0],Southeast Asia,0.4
3660,Cambodia,Both sexes,1977,0.3 [0.1-0.6],Southeast Asia,0.3
3661,Cambodia,Male,1977,0.1 [0.0-0.4],Southeast Asia,0.1
3662,Cambodia,Female,1977,0.4 [0.1-1.0],Southeast Asia,0.4
3663,Cambodia,Both sexes,1978,0.3 [0.1-0.6],Southeast Asia,0.3
3664,Cambodia,Male,1978,0.1 [0.0-0.4],Southeast Asia,0.1
3665,Cambodia,Female,1978,0.4 [0.1-1.0],Southeast Asia,0.4
3666,Cambodia,Both sexes,1979,0.3 [0.1-0.7],Southeast Asia,0.3
3667,Cambodia,Male,1979,0.2 [0.0-0.4],Southeast Asia,0.2
3668,Cambodia,Female,1979,0.5 [0.1-1.1],Southeast Asia,0.5
3669,Cambodia,Both sexes,1980,0.3 [0.1-0.7],Southeast Asia,0.3
3670,Cambodia,Male,1980,0.2 [0.0-0.4],Southeast Asia,0.2
3671,Cambodia,Female,1980,0.5 [0.2-1.1],Southeast Asia,0.5
3672,Cambodia,Both sexes,1981,0.4 [0.2-0.7],Southeast Asia,0.4
3673,Cambodia,Male,1981,0.2 [0.0-0.5],Southeast Asia,0.2
3674,Cambodia,Female,1981,0.5 [0.2-1.2],Southeast Asia,0.5
3675,Cambodia,Both sexes,1982,0.4 [0.2-0.8],Southeast Asia,0.4
3676,Cambodia,Male,1982,0.2 [0.0-0.5],Southeast Asia,0.2
3677,Cambodia,Female,1982,0.6 [0.2-1.2],Southeast Asia,0.6
3678,Cambodia,Both sexes,1983,0.4 [0.2-0.8],Southeast Asia,0.4
3679,Cambodia,Male,1983,0.2 [0.1-0.5],Southeast Asia,0.2
3680,Cambodia,Female,1983,0.6 [0.2-1.3],Southeast Asia,0.6
3681,Cambodia,Both sexes,1984,0.5 [0.2-0.9],Southeast Asia,0.5
3682,Cambodia,Male,1984,0.2 [0.1-0.6],Southeast Asia,0.2
3683,Cambodia,Female,1984,0.7 [0.3-1.4],Southeast Asia,0.7
3684,Cambodia,Both sexes,1985,0.5 [0.2-0.9],Southeast Asia,0.5
3685,Cambodia,Male,1985,0.3 [0.1-0.6],Southeast Asia,0.3
3686,Cambodia,Female,1985,0.7 [0.3-1.5],Southeast Asia,0.7
3687,Cambodia,Both sexes,1986,0.6 [0.3-1.0],Southeast Asia,0.6
3688,Cambodia,Male,1986,0.3 [0.1-0.7],Southeast Asia,0.3
3689,Cambodia,Female,1986,0.8 [0.3-1.5],Southeast Asia,0.8
3690,Cambodia,Both sexes,1987,0.6 [0.3-1.1],Southeast Asia,0.6
3691,Cambodia,Male,1987,0.3 [0.1-0.7],Southeast Asia,0.3
3692,Cambodia,Female,1987,0.8 [0.4-1.6],Southeast Asia,0.8
3693,Cambodia,Both sexes,1988,0.7 [0.3-1.1],Southeast Asia,0.7
3694,Cambodia,Male,1988,0.3 [0.1-0.8],Southeast Asia,0.3
3695,Cambodia,Female,1988,0.9 [0.4-1.7],Southeast Asia,0.9
3696,Cambodia,Both sexes,1989,0.7 [0.4-1.2],Southeast Asia,0.7
3697,Cambodia,Male,1989,0.4 [0.1-0.8],Southeast Asia,0.4
3698,Cambodia,Female,1989,1.0 [0.4-1.8],Southeast Asia,1.0
3699,Cambodia,Both sexes,1990,0.8 [0.4-1.2],Southeast Asia,0.8
3700,Cambodia,Male,1990,0.4 [0.1-0.9],Southeast Asia,0.4
3701,Cambodia,Female,1990,1.1 [0.5-1.9],Southeast Asia,1.1
3702,Cambodia,Both sexes,1991,0.8 [0.4-1.3],Southeast Asia,0.8
3703,Cambodia,Male,1991,0.4 [0.1-0.9],Southeast Asia,0.4
3704,Cambodia,Female,1991,1.1 [0.5-2.0],Southeast Asia,1.1
3705,Cambodia,Both sexes,1992,0.9 [0.5-1.4],Southeast Asia,0.9
3706,Cambodia,Male,1992,0.5 [0.2-1.0],Southeast Asia,0.5
3707,Cambodia,Female,1992,1.2 [0.6-2.1],Southeast Asia,1.2
3708,Cambodia,Both sexes,1993,0.9 [0.5-1.5],Southeast Asia,0.9
3709,Cambodia,Male,1993,0.5 [0.2-1.1],Southeast Asia,0.5
3710,Cambodia,Female,1993,1.3 [0.6-2.2],Southeast Asia,1.3
3711,Cambodia,Both sexes,1994,1.0 [0.6-1.6],Southeast Asia,1.0
3712,Cambodia,Male,1994,0.5 [0.2-1.2],Southeast Asia,0.5
3713,Cambodia,Female,1994,1.4 [0.7-2.4],Southeast Asia,1.4
3714,Cambodia,Both sexes,1995,1.1 [0.6-1.7],Southeast Asia,1.1
3715,Cambodia,Male,1995,0.6 [0.2-1.2],Southeast Asia,0.6
3716,Cambodia,Female,1995,1.5 [0.7-2.5],Southeast Asia,1.5
3717,Cambodia,Both sexes,1996,1.1 [0.7-1.8],Southeast Asia,1.1
3718,Cambodia,Male,1996,0.6 [0.2-1.3],Southeast Asia,0.6
3719,Cambodia,Female,1996,1.6 [0.8-2.6],Southeast Asia,1.6
3720,Cambodia,Both sexes,1997,1.2 [0.7-1.9],Southeast Asia,1.2
3721,Cambodia,Male,1997,0.7 [0.3-1.4],Southeast Asia,0.7
3722,Cambodia,Female,1997,1.6 [0.9-2.8],Southeast Asia,1.6
3723,Cambodia,Both sexes,1998,1.3 [0.8-2.0],Southeast Asia,1.3
3724,Cambodia,Male,1998,0.7 [0.3-1.5],Southeast Asia,0.7
3725,Cambodia,Female,1998,1.8 [0.9-2.9],Southeast Asia,1.8
3726,Cambodia,Both sexes,1999,1.4 [0.8-2.1],Southeast Asia,1.4
3727,Cambodia,Male,1999,0.8 [0.3-1.6],Southeast Asia,0.8
3728,Cambodia,Female,1999,1.9 [1.0-3.0],Southeast Asia,1.9
3729,Cambodia,Both sexes,2000,1.5 [0.9-2.3],Southeast Asia,1.5
3730,Cambodia,Male,2000,0.9 [0.4-1.8],Southeast Asia,0.9
3731,Cambodia,Female,2000,2.0 [1.1-3.2],Southeast Asia,2.0
3732,Cambodia,Both sexes,2001,1.6 [1.0-2.4],Southeast Asia,1.6
3733,Cambodia,Male,2001,0.9 [0.4-1.9],Southeast Asia,0.9
3734,Cambodia,Female,2001,2.1 [1.2-3.3],Southeast Asia,2.1
3735,Cambodia,Both sexes,2002,1.7 [1.1-2.5],Southeast Asia,1.7
3736,Cambodia,Male,2002,1.0 [0.4-2.0],Southeast Asia,1.0
3737,Cambodia,Female,2002,2.2 [1.3-3.5],Southeast Asia,2.2
3738,Cambodia,Both sexes,2003,1.8 [1.1-2.7],Southeast Asia,1.8
3739,Cambodia,Male,2003,1.1 [0.5-2.1],Southeast Asia,1.1
3740,Cambodia,Female,2003,2.4 [1.3-3.7],Southeast Asia,2.4
3741,Cambodia,Both sexes,2004,1.9 [1.2-2.8],Southeast Asia,1.9
3742,Cambodia,Male,2004,1.2 [0.5-2.3],Southeast Asia,1.2
3743,Cambodia,Female,2004,2.5 [1.4-3.9],Southeast Asia,2.5
3744,Cambodia,Both sexes,2005,2.0 [1.3-3.0],Southeast Asia,2.0
3745,Cambodia,Male,2005,1.3 [0.6-2.4],Southeast Asia,1.3
3746,Cambodia,Female,2005,2.6 [1.5-4.1],Southeast Asia,2.6
3747,Cambodia,Both sexes,2006,2.2 [1.4-3.1],Southeast Asia,2.2
3748,Cambodia,Male,2006,1.4 [0.6-2.6],Southeast Asia,1.4
3749,Cambodia,Female,2006,2.8 [1.7-4.3],Southeast Asia,2.8
3750,Cambodia,Both sexes,2007,2.3 [1.5-3.3],Southeast Asia,2.3
3751,Cambodia,Male,2007,1.5 [0.7-2.8],Southeast Asia,1.5
3752,Cambodia,Female,2007,3.0 [1.8-4.5],Southeast Asia,3.0
3753,Cambodia,Both sexes,2008,2.4 [1.6-3.5],Southeast Asia,2.4
3754,Cambodia,Male,2008,1.6 [0.7-3.0],Southeast Asia,1.6
3755,Cambodia,Female,2008,3.1 [1.9-4.8],Southeast Asia,3.1
3756,Cambodia,Both sexes,2009,2.6 [1.7-3.7],Southeast Asia,2.6
3757,Cambodia,Male,2009,1.7 [0.8-3.2],Southeast Asia,1.7
3758,Cambodia,Female,2009,3.3 [2.0-5.0],Southeast Asia,3.3
3759,Cambodia,Both sexes,2010,2.7 [1.8-3.9],Southeast Asia,2.7
3760,Cambodia,Male,2010,1.8 [0.8-3.4],Southeast Asia,1.8
3761,Cambodia,Female,2010,3.5 [2.1-5.3],Southeast Asia,3.5
3762,Cambodia,Both sexes,2011,2.9 [1.9-4.2],Southeast Asia,2.9
3763,Cambodia,Male,2011,1.9 [0.9-3.6],Southeast Asia,1.9
3764,Cambodia,Female,2011,3.7 [2.2-5.6],Southeast Asia,3.7
3765,Cambodia,Both sexes,2012,3.1 [2.0-4.4],Southeast Asia,3.1
3766,Cambodia,Male,2012,2.1 [1.0-3.8],Southeast Asia,2.1
3767,Cambodia,Female,2012,3.9 [2.3-5.9],Southeast Asia,3.9
3768,Cambodia,Both sexes,2013,3.3 [2.1-4.7],Southeast Asia,3.3
3769,Cambodia,Male,2013,2.2 [1.0-4.1],Southeast Asia,2.2
3770,Cambodia,Female,2013,4.1 [2.4-6.2],Southeast Asia,4.1
3771,Cambodia,Both sexes,2014,3.5 [2.3-5.0],Southeast Asia,3.5
3772,Cambodia,Male,2014,2.4 [1.1-4.4],Southeast Asia,2.4
3773,Cambodia,Female,2014,4.3 [2.5-6.6],Southeast Asia,4.3
3774,Cambodia,Both sexes,2015,3.7 [2.4-5.3],Southeast Asia,3.7
3775,Cambodia,Male,2015,2.5 [1.1-4.8],Southeast Asia,2.5
3776,Cambodia,Female,2015,4.6 [2.7-7.0],Southeast Asia,4.6
3777,Cambodia,Both sexes,2016,3.9 [2.5-5.6],Southeast Asia,3.9
3778,Cambodia,Male,2016,2.7 [1.2-5.2],Southeast Asia,2.7
3779,Cambodia,Female,2016,4.8 [2.8-7.5],Southeast Asia,4.8
9954,Indonesia,Both sexes,1975,0.4 [0.2-0.9],Southeast Asia,0.4
9955,Indonesia,Male,1975,0.1 [0.0-0.4],Southeast Asia,0.1
9956,Indonesia,Female,1975,0.7 [0.2-1.6],Southeast Asia,0.7
9957,Indonesia,Both sexes,1976,0.5 [0.2-0.9],Southeast Asia,0.5
9958,Indonesia,Male,1976,0.2 [0.0-0.4],Southeast Asia,0.2
9959,Indonesia,Female,1976,0.7 [0.3-1.6],Southeast Asia,0.7
9960,Indonesia,Both sexes,1977,0.5 [0.2-0.9],Southeast Asia,0.5
9961,Indonesia,Male,1977,0.2 [0.0-0.4],Southeast Asia,0.2
9962,Indonesia,Female,1977,0.8 [0.3-1.6],Southeast Asia,0.8
9963,Indonesia,Both sexes,1978,0.5 [0.2-1.0],Southeast Asia,0.5
9964,Indonesia,Male,1978,0.2 [0.1-0.4],Southeast Asia,0.2
9965,Indonesia,Female,1978,0.8 [0.3-1.7],Southeast Asia,0.8
9966,Indonesia,Both sexes,1979,0.5 [0.3-1.0],Southeast Asia,0.5
9967,Indonesia,Male,1979,0.2 [0.1-0.5],Southeast Asia,0.2
9968,Indonesia,Female,1979,0.9 [0.4-1.7],Southeast Asia,0.9
9969,Indonesia,Both sexes,1980,0.6 [0.3-1.0],Southeast Asia,0.6
9970,Indonesia,Male,1980,0.2 [0.1-0.5],Southeast Asia,0.2
9971,Indonesia,Female,1980,0.9 [0.4-1.8],Southeast Asia,0.9
9972,Indonesia,Both sexes,1981,0.6 [0.3-1.1],Southeast Asia,0.6
9973,Indonesia,Male,1981,0.2 [0.1-0.5],Southeast Asia,0.2
9974,Indonesia,Female,1981,1.0 [0.5-1.9],Southeast Asia,1.0
9975,Indonesia,Both sexes,1982,0.7 [0.4-1.1],Southeast Asia,0.7
9976,Indonesia,Male,1982,0.3 [0.1-0.5],Southeast Asia,0.3
9977,Indonesia,Female,1982,1.1 [0.5-1.9],Southeast Asia,1.1
9978,Indonesia,Both sexes,1983,0.7 [0.4-1.2],Southeast Asia,0.7
9979,Indonesia,Male,1983,0.3 [0.1-0.6],Southeast Asia,0.3
9980,Indonesia,Female,1983,1.2 [0.6-2.0],Southeast Asia,1.2
9981,Indonesia,Both sexes,1984,0.8 [0.4-1.3],Southeast Asia,0.8
9982,Indonesia,Male,1984,0.3 [0.1-0.6],Southeast Asia,0.3
9983,Indonesia,Female,1984,1.2 [0.6-2.1],Southeast Asia,1.2
9984,Indonesia,Both sexes,1985,0.8 [0.5-1.3],Southeast Asia,0.8
9985,Indonesia,Male,1985,0.3 [0.1-0.6],Southeast Asia,0.3
9986,Indonesia,Female,1985,1.3 [0.7-2.3],Southeast Asia,1.3
9987,Indonesia,Both sexes,1986,0.9 [0.5-1.4],Southeast Asia,0.9
9988,Indonesia,Male,1986,0.4 [0.1-0.7],Southeast Asia,0.4
9989,Indonesia,Female,1986,1.4 [0.8-2.4],Southeast Asia,1.4
9990,Indonesia,Both sexes,1987,1.0 [0.6-1.5],Southeast Asia,1.0
9991,Indonesia,Male,1987,0.4 [0.2-0.7],Southeast Asia,0.4
9992,Indonesia,Female,1987,1.5 [0.8-2.5],Southeast Asia,1.5
9993,Indonesia,Both sexes,1988,1.1 [0.7-1.6],Southeast Asia,1.1
9994,Indonesia,Male,1988,0.4 [0.2-0.8],Southeast Asia,0.4
9995,Indonesia,Female,1988,1.6 [0.9-2.7],Southeast Asia,1.6
9996,Indonesia,Both sexes,1989,1.1 [0.7-1.7],Southeast Asia,1.1
9997,Indonesia,Male,1989,0.5 [0.2-0.8],Southeast Asia,0.5
9998,Indonesia,Female,1989,1.8 [1.0-2.8],Southeast Asia,1.8
9999,Indonesia,Both sexes,1990,1.2 [0.8-1.8],Southeast Asia,1.2
10000,Indonesia,Male,1990,0.5 [0.2-0.9],Southeast Asia,0.5
10001,Indonesia,Female,1990,1.9 [1.1-3.0],Southeast Asia,1.9
10002,Indonesia,Both sexes,1991,1.3 [0.9-1.9],Southeast Asia,1.3
10003,Indonesia,Male,1991,0.6 [0.3-1.0],Southeast Asia,0.6
10004,Indonesia,Female,1991,2.0 [1.2-3.2],Southeast Asia,2.0
10005,Indonesia,Both sexes,1992,1.4 [0.9-2.1],Southeast Asia,1.4
10006,Indonesia,Male,1992,0.6 [0.3-1.1],Southeast Asia,0.6
10007,Indonesia,Female,1992,2.2 [1.3-3.4],Southeast Asia,2.2
10008,Indonesia,Both sexes,1993,1.5 [1.0-2.2],Southeast Asia,1.5
10009,Indonesia,Male,1993,0.7 [0.3-1.2],Southeast Asia,0.7
10010,Indonesia,Female,1993,2.3 [1.4-3.6],Southeast Asia,2.3
10011,Indonesia,Both sexes,1994,1.6 [1.1-2.3],Southeast Asia,1.6
10012,Indonesia,Male,1994,0.7 [0.4-1.3],Southeast Asia,0.7
10013,Indonesia,Female,1994,2.5 [1.5-3.8],Southeast Asia,2.5
10014,Indonesia,Both sexes,1995,1.8 [1.2-2.5],Southeast Asia,1.8
10015,Indonesia,Male,1995,0.8 [0.4-1.4],Southeast Asia,0.8
10016,Indonesia,Female,1995,2.7 [1.7-4.0],Southeast Asia,2.7
10017,Indonesia,Both sexes,1996,1.9 [1.3-2.7],Southeast Asia,1.9
10018,Indonesia,Male,1996,0.9 [0.5-1.5],Southeast Asia,0.9
10019,Indonesia,Female,1996,2.9 [1.8-4.3],Southeast Asia,2.9
10020,Indonesia,Both sexes,1997,2.1 [1.4-2.9],Southeast Asia,2.1
10021,Indonesia,Male,1997,1.0 [0.5-1.6],Southeast Asia,1.0
10022,Indonesia,Female,1997,3.1 [2.0-4.5],Southeast Asia,3.1
10023,Indonesia,Both sexes,1998,2.2 [1.6-3.1],Southeast Asia,2.2
10024,Indonesia,Male,1998,1.1 [0.6-1.8],Southeast Asia,1.1
10025,Indonesia,Female,1998,3.3 [2.1-4.8],Southeast Asia,3.3
10026,Indonesia,Both sexes,1999,2.4 [1.7-3.2],Southeast Asia,2.4
10027,Indonesia,Male,1999,1.2 [0.7-1.9],Southeast Asia,1.2
10028,Indonesia,Female,1999,3.5 [2.3-5.1],Southeast Asia,3.5
10029,Indonesia,Both sexes,2000,2.6 [1.9-3.4],Southeast Asia,2.6
10030,Indonesia,Male,2000,1.3 [0.8-2.1],Southeast Asia,1.3
10031,Indonesia,Female,2000,3.8 [2.5-5.4],Southeast Asia,3.8
10032,Indonesia,Both sexes,2001,2.8 [2.0-3.7],Southeast Asia,2.8
10033,Indonesia,Male,2001,1.5 [0.8-2.3],Southeast Asia,1.5
10034,Indonesia,Female,2001,4.0 [2.7-5.7],Southeast Asia,4.0
10035,Indonesia,Both sexes,2002,3.0 [2.2-3.9],Southeast Asia,3.0
10036,Indonesia,Male,2002,1.6 [0.9-2.5],Southeast Asia,1.6
10037,Indonesia,Female,2002,4.3 [2.9-6.0],Southeast Asia,4.3
10038,Indonesia,Both sexes,2003,3.2 [2.3-4.1],Southeast Asia,3.2
10039,Indonesia,Male,2003,1.7 [1.0-2.6],Southeast Asia,1.7
10040,Indonesia,Female,2003,4.5 [3.1-6.3],Southeast Asia,4.5
10041,Indonesia,Both sexes,2004,3.4 [2.5-4.4],Southeast Asia,3.4
10042,Indonesia,Male,2004,1.9 [1.1-2.9],Southeast Asia,1.9
10043,Indonesia,Female,2004,4.8 [3.3-6.6],Southeast Asia,4.8
10044,Indonesia,Both sexes,2005,3.6 [2.7-4.7],Southeast Asia,3.6
10045,Indonesia,Male,2005,2.1 [1.3-3.1],Southeast Asia,2.1
10046,Indonesia,Female,2005,5.1 [3.6-7.0],Southeast Asia,5.1
10047,Indonesia,Both sexes,2006,3.8 [2.9-5.0],Southeast Asia,3.8
10048,Indonesia,Male,2006,2.2 [1.4-3.3],Southeast Asia,2.2
10049,Indonesia,Female,2006,5.4 [3.8-7.3],Southeast Asia,5.4
10050,Indonesia,Both sexes,2007,4.1 [3.1-5.3],Southeast Asia,4.1
10051,Indonesia,Male,2007,2.4 [1.5-3.6],Southeast Asia,2.4
10052,Indonesia,Female,2007,5.7 [4.0-7.7],Southeast Asia,5.7
10053,Indonesia,Both sexes,2008,4.3 [3.3-5.6],Southeast Asia,4.3
10054,Indonesia,Male,2008,2.6 [1.6-3.9],Southeast Asia,2.6
10055,Indonesia,Female,2008,6.0 [4.2-8.1],Southeast Asia,6.0
10056,Indonesia,Both sexes,2009,4.6 [3.5-5.9],Southeast Asia,4.6
10057,Indonesia,Male,2009,2.8 [1.7-4.2],Southeast Asia,2.8
10058,Indonesia,Female,2009,6.3 [4.4-8.6],Southeast Asia,6.3
10059,Indonesia,Both sexes,2010,4.9 [3.7-6.3],Southeast Asia,4.9
10060,Indonesia,Male,2010,3.1 [1.9-4.6],Southeast Asia,3.1
10061,Indonesia,Female,2010,6.6 [4.7-9.0],Southeast Asia,6.6
10062,Indonesia,Both sexes,2011,5.2 [3.9-6.6],Southeast Asia,5.2
10063,Indonesia,Male,2011,3.3 [2.0-5.0],Southeast Asia,3.3
10064,Indonesia,Female,2011,7.0 [4.9-9.5],Southeast Asia,7.0
10065,Indonesia,Both sexes,2012,5.5 [4.1-7.1],Southeast Asia,5.5
10066,Indonesia,Male,2012,3.6 [2.2-5.4],Southeast Asia,3.6
10067,Indonesia,Female,2012,7.3 [5.1-10.0],Southeast Asia,7.3
10068,Indonesia,Both sexes,2013,5.8 [4.3-7.5],Southeast Asia,5.8
10069,Indonesia,Male,2013,3.8 [2.3-5.8],Southeast Asia,3.8
10070,Indonesia,Female,2013,7.7 [5.3-10.6],Southeast Asia,7.7
10071,Indonesia,Both sexes,2014,6.1 [4.6-8.0],Southeast Asia,6.1
10072,Indonesia,Male,2014,4.1 [2.5-6.3],Southeast Asia,4.1
10073,Indonesia,Female,2014,8.1 [5.5-11.1],Southeast Asia,8.1
10074,Indonesia,Both sexes,2015,6.5 [4.8-8.5],Southeast Asia,6.5
10075,Indonesia,Male,2015,4.5 [2.7-6.8],Southeast Asia,4.5
10076,Indonesia,Female,2015,8.5 [5.7-11.8],Southeast Asia,8.5
10077,Indonesia,Both sexes,2016,6.9 [5.0-9.0],Southeast Asia,6.9
10078,Indonesia,Male,2016,4.8 [2.8-7.5],Southeast Asia,4.8
10079,Indonesia,Female,2016,8.9 [5.9-12.5],Southeast Asia,8.9
